product_code,product_name,class_code,class_name,our_price,total_amount
862500,白云山星群红豆薏米茶15袋装,150202,营养补充,0,37
858531,苦荞麦火麻仁蛋白复合粉(富纤糖享),150202,营养补充,52800,37
342,复方乌鸡口服液(半边天),010802,月经不调,5800,37
271603,阿奇霉素胶囊(维宏),011501,急慢性咽炎,1280,37
33523,丹参舒心胶囊(德众),010604,冠心病,5500,36
46462,乙酰螺旋霉素片(一宁),011602,抗菌消炎,500,36
850008,栀子,011901,中药饮片,604,36
26158,精氨酸布洛芬颗粒(司百得),010102,头痛牙痛,2600,36
802634,金戈5片装+双蝶避孕套,011103,性功能障碍,19800,36
733649,十全大补丸(九芝堂),011401,益气养阴,3990,36
23467,酮康唑乳膏(速佑宁),010314,手足癣病,450,36
215200,青鹏软膏,010104,风湿,3800,36
390033,格列美脲片,010702,西药降糖,3000,36
205410,布洛芬片(一宁),010403,风湿骨痛内服,480,36
834068,尚牌天然胶乳橡胶避孕套(0.04),040501,安全套,4590,36
551788,山药(统片)(金贵),011901,中药饮片,3300,36
6112,酮康唑乳膏(羚锐),010314,手足癣病,580,36
527073,消旋卡多曲颗粒(乐度),010205,腹痛腹泻,2600,36
41432,羚贝止咳糖浆(龙泰),010910,咳嗽哮喘,1800,36
55867,参苏片(立效),010101,感冒发热,900,36
478990,复方胎盘片(悦康),011410,安神类药,15000,36
159750,十全大补酒(同仁堂),011412,补血类,15000,36
5702,头孢克肟胶囊(士瑞克),011702,头孢类,1080,36
857776,温热中低频治疗仪,050607,理疗产品,36900,36
67426,天麻蜜环菌片,010512,偏头疼类,1380,36
10655,芩连片(灵泰),011604,疮疡肿痛,1200,36
3376,日本进口 冈本0.03避孕套 白金超薄,05,医疗器械,8500,36
215380,舒咽清喷雾剂,011501,急慢性咽炎,3500,36
679514,氯雷他定片(开瑞坦),011502,鼻炎,7000,36
551155,医用外科口罩,05,医疗器械,150,36
223535,维生素B6片(维福佳),011302,维生素类,3500,36
196395,孕妇金花丸(同仁堂),010805,保胎促孕,5800,36
863531,红花清肝十三味丸(蒙王),011014,其他用药,2000,36
66337,消咳颗粒(百灵),011801,化痰止咳,2200,36
11431,复方黄松洗液(肤阴洁),010812,妇科洗液,3500,36
5263,贝诺酯片(金迪卡),010101,感冒发热,2860,36
69852,银翘解毒颗粒(维威),011603,祛火通便,1200,36
32239,连芩珍珠滴丸,010107,其他用药,2980,36
69987,牛黄上清片(百泉),011603,祛火通便,600,36
325892,麻杏止咳片,011801,化痰止咳,550,36
56799,绿袍散(嘹亮),011501,急慢性咽炎,2500,36
336030,尼美舒利胶囊(园星得欣),010403,风湿骨痛内服,1460,36
854072,艾力达4片装+龟鹿补肾片,011103,性功能障碍,59900,36
822474,女金胶囊(汇仁)(瓶装),010802,月经不调,37700,36
14955,热毒平颗粒(乐达非),010101,感冒发热,3200,36
4966,苦参碱栓(东信),010806,妇科炎症,2030,36
11450,藏红花阴道霜剂抑菌洗液(套装),16,消毒用品,1990,36
160098,香茯益血口服液(瑞晴),011412,补血类,18800,36
1844,小儿咳喘灵口服液(好娃娃),010910,咳嗽哮喘,2200,36
48931,紫灯胶囊(老拨云堂),010403,风湿骨痛内服,5800,36
5620,头孢克洛干混悬剂(再克),011702,头孢类,1450,36
64997,跌打损伤丸(抚河牌),010401,跌打损伤内服,600,36
1969,妇炎康片(芙喜),010806,妇科炎症,1380,36
593413,百令片(圣傲),011402,滋补肝肾,3300,36
325756,诺氟沙星胶囊(万森),011703,喹诺酮类,500,35
380490,达沙替尼片(依尼舒),011707,其他用药,33300,35
277376,头孢拉定干混悬剂(金泓),011702,头孢类,600,35
447499,通窍鼻炎片(鑫烨),011502,鼻炎,550,35
455170,虚汗停颗粒,011403,自汗盗汗,3680,35
9200,熊胆痔灵膏(葵花),011604,疮疡肿痛,1800,35
193715,补气口服液(九方),011413,补气类药,3000,35
666712,乙酰半胱氨酸颗粒(消坦立),011809,气管炎,4500,35
4334,妇乐颗粒(苗泰),010806,妇科炎症,1200,35
505497,惠普生牌钙维D软胶囊,18,保健食品,10800,35
29119,马来酸氯苯那敏片(九势),010302,皮肤过敏,500,35
756846,诺丝冰火装避孕套  ,05,医疗器械,900,35
171726,复方甘草酸苷片(佳加),010327,其他用药,4500,35
2304,罗红霉素胶囊(仁苏),011705,四环素类,1900,35
9514,枇杷叶膏(同仁堂),011801,化痰止咳,4500,35
270748,阿莫西林克拉维酸钾片(积大阿棒),011701,青霉素类,1700,35
723104,钙铁锌硒咀嚼片,18,保健食品,15800,35
32436,阿莫西林克拉维酸钾干混悬剂(强力阿莫仙),011602,抗菌消炎,2800,35
3375,日本进口 冈本0.03避孕套 白金超薄,05,医疗器械,4900,35
43175,四物膏,010802,月经不调,6800,35
61829,苄达赖氨酸滴眼液(天天明),011511,白内障,3980,35
848135,康乐保二件式造口袋10386(胜舒),050610,日常护理,35800,35
828264,名流避孕套 纤薄002-10只,05,医疗器械,1000,35
38503,气滞胃痛颗粒(曙光)(无糖型),010204,胃炎用药,2990,35
205833,小儿柴桂退热口服液(敖东),010901,感冒发热,4600,35
838105,茯苓多糖口服液,011413,补气类药,15800,35
178930,热炎宁颗粒(正清),010101,感冒发热,800,35
550276,女贞子(统),011901,中药饮片,700,35
862481,瑞先24瓶,010217,厌食,0,35
9530,五粒回春丸(同仁堂),010603,中风偏瘫,5900,35
2060,加味藿香正气丸(冯了性),010101,感冒发热,1500,35
441415,三九胃泰胶囊(三九999),010206,消化不良,3480,35
378522,乳果糖口服溶液,010209,便秘,4500,35
278800,同仁堂 小御品(防衰益寿丸10丸+益肾强身丸10丸),011102,补肾壮阳,99000,35
50766,知柏地黄丸(佛慈)(浓缩丸),011102,补肾壮阳,2900,35
66488,川贝雪梨膏(老中医),011801,化痰止咳,3500,35
675590,固肾生发丸3盒套装,010304,生发乌发,11700,35
181858,益母草颗粒(维威),010802,月经不调,780,35
50693,十全大补丸(唐龙),011413,补气类药,880,35
271712,黄连上清片,011601,牙龈肿痛,700,35
32284,炎可宁胶囊(桑海),011602,抗菌消炎,950,35
663532,康祝远红外护膝 M码,05,医疗器械,8900,35
3429,金牌风油精,010316,蚊虫叮咬,500,35
4982,妇洁舒洗液(颐乐),010812,妇科洗液,2500,35
177948,氧氟沙星胶囊(普抗),011707,其他用药,600,35
181279,麝香壮骨膏(羚锐),010402,跌打损伤外用,3500,34
225767,辣椒风湿膏(金钟),010404,风湿骨痛外用,1350,34
64736,舒筋风湿酒(黑老虎),010403,风湿骨痛内服,6800,34
158108,补肾壮骨口服液(吉民),011102,补肾壮阳,5800,34
41298,硫酸庆大霉素颗粒(利丰),010909,腹泻便秘,390,34
422123,六味地黄胶囊(盘龙),011102,补肾壮阳,2400,34
11361,绿A天然螺旋藻精片,18,保健食品,18800,34
43699,曲安奈德益康唑乳膏(意比舒),010317,皮炎湿疹,2500,34
7836,蛇胆川贝液(东信),011801,化痰止咳,650,34
7801,藿香正气胶囊(立效),010101,感冒发热,750,34
73533,裸花紫珠分散片(泰神素),011003,肝炎用药,2200,34
562520,通窍鼻炎片(御圣堂),011502,鼻炎,600,34
2920,润肠丸(浓缩丸)(佛慈),011603,祛火通便,1800,34
34,复方救必应胶囊(白云山),010205,腹痛腹泻,1200,34
4827,林可霉素利多卡因凝胶,010301,烧烫创伤,450,34
52837,肾宝合剂(桑海),011102,补肾壮阳,4800,34
31728,阿昔洛韦片(科瑞),010315,带状疱疹,700,34
782313,名流玻尿酸避孕套  自由自在,05,医疗器械,2900,34
702076,(仙知)早早孕检测试纸(卡型),05,医疗器械,1000,34
178871,日本进口 冈本skin避孕套 超润滑,05,医疗器械,3480,34
6477,盐酸特比萘芬凝胶(唯达宁),010314,手足癣病,1980,34
386977,复方三七胶囊(常青树),010401,跌打损伤内服,1800,34
853767,八韵草VE保湿嫩肤洁面乳,030101,洁面,4900,34
63645,创灼膏,010402,跌打损伤外用,3800,34
59438,硝苯地平缓释片(Ⅱ)(欣盖达),010601,高血压类,1500,34
11620,雪山金罗汉止痛涂膜剂(西藏药业),010404,风湿骨痛外用,8500,34
70072,化毒丹,011603,祛火通便,2000,34
1233,血尔口服液(康富来),180101,保健食品,10500,34
3944,清浊祛毒丸(清之品),011101,前列腺类,4000,34
174241,双骨三子胶囊(卯达) ,010401,跌打损伤内服,7500,34
39330,馥感啉口服液(一品红),010901,感冒发热,11600,34
848133,康乐保造口护理用品2832(特舒),050610,日常护理,25243,34
2794,六神胶囊(雷允上),011604,疮疡肿痛,3600,34
852404,MQ台湾葡萄糖胺精华棒 口服啫喱氨糖软骨素关节修复骨骼动力进口,090501,综合保健,19900,34
829069,电子体温计(柏美康),050203,体温计,7900,34
25060,复方醋酸地塞米松乳膏(信龙),010317,皮炎湿疹,650,33
200057,解痉镇痛酊,010402,跌打损伤外用,800,33
197784,参茸三肾胶囊(俊宏),011413,补气类药,3300,33
6304,岡本(冈本)避孕套(激薄),040501,安全套,2800,33
11629,润肠胶囊(百派),010209,便秘,1450,33
659388,一清颗粒(福瑞堂),011602,抗菌消炎,1800,33
858132,益肤 透明质酸凝胶敷料 50g,050610,日常护理,19800,33
202269,愈肝龙颗粒,011003,肝炎用药,6800,33
5048,阿奇霉素颗粒,011704,大环内酯类,450,33
849939,五味子,011901,中药饮片,1009,33
21639,洁阴止痒洗液(玉清液),010812,妇科洗液,3800,33
2431,金甲排石胶囊(汝立康),011203,尿路结石,3500,33
856444,美澳健猴头菇压片糖果,150402,休闲零食,10800,33
475577,安神补脑液(鲁南),011410,安神类药,4500,33
841509,一次性使用无菌针灸针(华佗牌),050607,理疗产品,2500,33
826819,得康本草精华抑菌洗液,050610,日常护理,5900,33
850014,郁金,011901,中药饮片,678,33
57087,双花草珊瑚含片(盛杰奥),011501,急慢性咽炎,1000,33
24999,哈西奈德乳膏(福元),010317,皮炎湿疹,750,33
198655,藿香正气丸(老樂铺家),010201,解暑化湿,2400,33
61170,明目地黄丸(唐龙)(浓缩丸),011102,补肾壮阳,2000,33
847923,安稳加血糖仪+试纸50片+50支采血针+50酒精棉,050101,血糖仪,20300,33
176634,小儿金丹,010101,感冒发热,9600,33
260969,信乐敷轻松(双膝)紫色单品 ,19,日化用品,12900,33
76556,清火片(仙竹),011603,祛火通便,1800,33
61368,盐酸洛美沙星滴眼液(星朗),011515,眼部病变,680,33
6902,东阿阿胶 500g 补血滋阴润燥止血,01,中西药品,239800,33
7749,氨咖黄敏胶囊(一宁),010101,感冒发热,450,33
678501,杞菊地黄丸(昆中药),011402,滋补肝肾,3800,33
4338,腹可安片,010205,腹痛腹泻,400,33
856441,贝兴牌大豆磷脂软胶囊,180101,保健食品,10800,33
31400,硫酸庆大霉素片,011602,抗菌消炎,2000,33
52684,参茸鞭丸(威适),011102,补肾壮阳,7500,33
46427,加替沙星胶囊(严达),011602,抗菌消炎,3220,32
7795,广东凉茶颗粒(观鹤),011601,牙龈肿痛,1200,32
187859,无菌医用雾化器面罩-成人(配欧姆龙雾化器),050401,制氧机,2800,32
10839,汤臣倍健锌咀嚼片(汤臣倍健),18,保健食品,8800,32
185871,氨咖黄敏胶囊(刻康),010101,感冒发热,550,32
834076,尚牌天然胶乳橡胶避孕套(粉润 薄),040501,安全套,3500,32
225521,非洛地平缓释片(立方),010601,高血压类,5400,32
11779,头孢拉定胶囊(瑞香),011702,头孢类,800,32
57455,齿痛消炎灵颗粒(雅风宁),011506,牙龈牙周炎,3000,32
207060,咳特灵胶囊(广健),011801,化痰止咳,750,32
849932,黄连片,011901,中药饮片,851,32
67649,舒神灵胶囊(大洋),010502,神经衰弱,1500,32
812404,乙酰半胱氨酸泡腾片(金康速力) ,011804,呼吸道感染,3800,32
206,调经止痛片(腾药),010802,月经不调,1280,32
23752,乌鸡白凤丸(广仁),010802,月经不调,880,32
277497,妥布霉素滴眼液(晶安),011516,其他用药,600,32
753200,复方血栓通胶囊5盒套装(众生),010613,心绞痛,63125,32
166870,复方乌鸡口服液(半边天),010802,月经不调,4600,32
7355,脑白金礼盒装改善失眠非安眠药中老年人保健品,18,保健食品,25800,32
28796,乌洛托品溶液(银桂),010312,多汗腋臭,1900,32
808722,诺丝水溶人体润滑液  透明质酸,17,化妆品,3500,32
852066,好视力护眼贴,190101,日化用品,2990,32
55369,抗病毒口服液,010101,感冒发热,1800,32
280167,维生素C片(南国),011302,维生素类,980,32
53961,神农镇痛膏(回马枪),010402,跌打损伤外用,4800,32
7532,耳聋左慈丸(胡庆余堂)(水蜜丸),011102,补肾壮阳,1800,32
15997,奥美拉唑肠溶胶囊(奥立雅),010213,胃及十二指肠溃疡,2300,32
850018,北沙参,011901,中药饮片,585,32
716968,名流避孕套 致享冰火,05,医疗器械,2400,32
815763,缩阴球(诺娃)(SVAKOM),05,医疗器械,5900,32
9372,芎菊上清丸(同仁堂),010101,感冒发热,1800,32
541773,瑞荷 葛根木瓜胶原蛋白复合粉(固体饮料),15,食品,218000,32
3732,麦味地黄丸(唐龙)(浓缩丸),011102,补肾壮阳,2000,32
193171,芪珍胶囊,010105,癌症疼痛,24700,32
858088,今典鲜橘红细胞破壁粉,150105,其他,22400,32
536089,多维元素片(29-Ⅱ),011303,多种维生素矿物质,5900,31
189944,阿莫西林颗粒(今辰),011804,呼吸道感染,450,31
288562,信乐敷轻松(肩背部)蓝色艾盐组合装,19,日化用品,18900,31
24428,氯雷他定片(弘盛),010302,皮肤过敏,880,31
61604,右旋糖酐70甘油滴眼液(珍视康),011512,干眼症,6200,31
512981,小儿咳喘灵口服液,011801,化痰止咳,4500,31
5225,根痛平胶囊(济仁),010403,风湿骨痛内服,1800,31
5345,多潘立酮片(湘江),010211,胃痛胀气,1680,31
24839,复方樟脑乳膏(愈芙),010317,皮炎湿疹,3460,31
11280,太太静心助眠口服液 改善睡眠内调更年期女性,18,保健食品,19600,31
10742,薄荷通吸入剂,011508,鼻塞流涕,1050,31
56658,复方冬凌草含片(济药),011501,急慢性咽炎,2400,31
802028,肠内营养混悬液(TPF-DM)(康全力),010215,其他用药,6300,31
9529,卫生宝丸(同仁堂),010101,感冒发热,2006,31
384525,芪药消渴胶囊(万花山),011402,滋补肝肾,7000,31
54076,复方氨酚那敏颗粒(神威),010101,感冒发热,1513,31
2717,肤痒颗粒,010313,皮肤瘙痒,1200,31
5852,壮腰健肾丸,011102,补肾壮阳,1000,31
820258,DB玻尿酸天然乳胶避孕套,05,医疗器械,4900,31
854629,VIP性福大礼包,050610,日常护理,12800,31
497369,强生稳择试纸25片(25片*1)+25针头+50消毒酒精棉片 ,070102,血糖试纸,8800,31
762554,必利劲 30mg*6片*5盒,011103,性功能障碍,241500,31
38238,胃康灵胶囊(龙泰),010204,胃炎用药,700,31
169507,橘红颗粒(博大),011801,化痰止咳,1500,31
34629,二十五味珊瑚丸(天知),010603,中风偏瘫,4200,31
154463,川芎茶调颗粒(无糖),010101,感冒发热,2560,31
12290,鱼油软胶囊,18,保健食品,25800,31
184612,消炎退热颗粒(诺得胜),011605,其他用药,800,31
9228,橘红枇杷片(香雪),010910,咳嗽哮喘,1450,31
520373,阿卡波糖胶囊,010702,西药降糖,2830,31
665464,复方熊胆薄荷含片(盛杰奥),011501,急慢性咽炎,1100,31
294677,甘露聚糖肽口服溶液,011412,补血类,2300,31
186708,复生康胶囊(昌弘),010206,消化不良,39800,31
527354,莫匹罗星软膏,011707,其他用药,3000,31
350107,养血当归糖浆(博祥),010802,月经不调,3900,31
848571,拜安进 血糖仪,050101,血糖仪,21800,31
644343,蒙脱石散(桔子口味)(思密达),010205,腹痛腹泻,3400,31
35789,丹灯通脑片(济仁),010610,动脉硬化,3850,31
41931,雷贝拉唑钠肠溶片(安斯菲),010213,胃及十二指肠溃疡,2500,31
9850,益肾兴阳胶囊(同仁堂),011102,补肾壮阳,16000,31
816356,男士私处洗液(曼敦),16,消毒用品,6800,31
412493,苯溴马隆片,010408,痛风,2340,31
246097,盐酸多塞平片(翔宇乐康),010508,抑郁症类,3500,31
288747,益普利生牌铁锌钙咀嚼片(奶味),18,保健食品,3880,31
782315,天然乳胶橡胶避孕套(玻尿酸MO)(名流),040501,安全套,3900,30
9507,宁坤养血丸(同仁堂),010811,贫血类,2700,30
618813,珍珠层粉(澳珍),011601,牙龈肿痛,1800,30
71027,细辛脑片,011802,哮喘用药,2500,30
32529,头孢克肟片(同邦),011702,头孢类,2000,30
856811,homeair医用冷敷贴(保湿补水型),050607,理疗产品,18900,30
5364,田七痛经胶囊(济仁),010802,月经不调,1100,30
184402,杜蕾斯亲昵装避孕套 易带舒适加倍润滑,05,医疗器械,4000,30
1013,银翘解毒液(众生),010101,感冒发热,2880,30
849938,党参片,011901,中药饮片,724,30
178702,辛伐他汀片(福康敏),010604,冠心病,2300,30
824145,改性几丁质生物胶敷料(紫晶生物)(皮诺欣),050608,创伤用品,5100,30
824861,血糖试纸306(鱼跃),050102,血糖试纸,7900,30
165595,榄香烯口服乳(金港),010215,其他用药,104040,30
63553,红药气雾剂(沈阳红药),010402,跌打损伤外用,5800,30
856213,暖宝宝(小林即贴),050610,日常护理,8000,30
678048,肾炎康复片10盒疗程装,011202,肾炎,30000,30
42750,乳癖康胶囊(千金),010803,乳腺疾病,4300,30
5712,清火片(中智),011603,祛火通便,650,30
841508,一次性使用无菌针灸针(华佗牌),050607,理疗产品,2500,30
747987,明通治伤风颗粒,010101,感冒发热,5800,30
2893,去痛片(平光),010107,其他用药,1500,30
2578,治咳川贝枇杷露(潘高寿),011803,感冒咳嗽,1980,30
830544,健力多关节修复装,180101,保健食品,75600,30
384670,辛伐他汀片,010602,高血脂类,900,30
272973,替吉奥胶囊(艾奕),010214,消化道肿瘤,220000,30
10986,山香圆颗粒,011501,急慢性咽炎,4200,30
68299,卡马西平片,010510,面瘫癫痫,2236,30
41979,泮托拉唑钠肠溶片(汇泰),010213,胃及十二指肠溃疡,2900,30
169119,替吉奥胶囊(维康达),010215,其他用药,220000,30
5705,头孢克洛颗粒(胜寒),011702,头孢类,850,30
361931,布洛芬缓释胶囊(正士),010102,头痛牙痛,820,30
176570,风湿跌打药酒(冯了性),010403,风湿骨痛内服,23800,30
796479,百乐眠胶囊,010506,眩晕失眠,11300,30
522097,阿卡波糖胶囊(贝希),010702,西药降糖,9060,30
444523,调经活血胶囊(新天药业),010802,月经不调,5800,30
436494,复方α-酮酸片(科罗迪),011205,肾病综合症,6900,30
857997,王牌伟哥4+4,011103,性功能障碍,71400,30
11650,头孢羟氨苄胶囊(欧意),011201,尿路感染,2800,30
11840,骨力胶囊(百灵鸟),010403,风湿骨痛内服,4163,30
828433,经常性便秘套装,010209,便秘,25000,30
206298,硫酸庆大霉素碳酸铋胶囊(怡常),010213,胃及十二指肠溃疡,720,30
849328,【促进宝宝大脑发育】奈氏力斯DHA藻油滴剂儿童宝宝补脑记忆力,090401,健康调理,36800,29
402919,杜仲壮骨胶囊,010403,风湿骨痛内服,1500,29
454505,复方金银花颗粒(诺金),011607,抗病毒,1800,29
820073,舒腹贴膏,010205,腹痛腹泻,1900,29
511760,头孢克洛颗粒(立健),011804,呼吸道感染,1200,29
852904,谷幽兰维生素E防裂护手霜,170101,化妆品,2800,29
555197,定坤丹(水蜜丸)(广誉远),010802,月经不调,15900,29
856507,硝酸奥昔康唑乳膏(替呋康),010314,手足癣病,4600,29
33378,双红活血胶囊(晶珠),010604,冠心病,43000,29
179788,莲芝消炎片,011604,疮疡肿痛,1980,29
562558,草珊瑚薄荷含片(纸盒)(摩音),18,保健食品,400,29
856457,【润肠通便】芦荟大豆膳食纤维西洋参荷叶胶囊膳食纤维减脂排脂清肠减肥,180101,保健食品,12800,29
184758,元胡止痛片(仲景),010102,头痛牙痛,1000,29
821990,肾宝颗粒+金戈25mg*3s,011103,性功能障碍,14600,29
184546,藏青果颗粒(清川仁源),011501,急慢性咽炎,1300,29
813217,爱卫 HIV抗体口腔黏膜渗出液检测试剂盒(胶体金法),050610,日常护理,38600,29
856462,美澳健无糖钙片,180101,保健食品,10800,29
450992,水杨酸苯酚贴膏(李夫人),010309,鸡眼,750,29
541781,康恩贝 阳光谷牌春眠胶囊(健逦) 0.3g*60粒,18,保健食品,4200,29
9786,导赤丸(同仁堂),011201,尿路感染,2800,29
818762,苍耳子鼻炎胶囊,011502,鼻炎,1900,29
6423,舒肝止痛丸(太极),010215,其他用药,1980,29
42425,多潘立酮片(谓立雅),010206,消化不良,1300,29
188434,风湿骨痛胶囊,010403,风湿骨痛内服,6900,29
247722,大山楂颗粒(三金),010206,消化不良,850,29
61800,苄达赖氨酸滴眼液(莎普爱思),011511,白内障,7200,29
6122,硝酸咪康唑栓,010806,妇科炎症,850,29
852151,酸枣仁,011901,中药饮片,1603,29
55536,大卫颗粒(兴邦),010101,感冒发热,2980,29
849547,Swisse 女士复合维生素片 120片,090501,综合保健,29900,29
853329,阿胶金丝枣,020105,补血养气,2880,29
66346,氢溴酸右美沙芬口服液(易好克),011801,化痰止咳,1200,29
76054,盐酸二甲双胍片,010702,西药降糖,450,29
816627,玉蓝降糖胶囊,011605,其他用药,4160,29
364602,双花草珊瑚含片(昌弘),011409,口燥咽干,950,29
181662,理中片(灵泰),010205,腹痛腹泻,1938,29
778236,肠道功能紊乱腹泻套装,010210,胃肠道感染,67900,29
2129,蜜炼川贝枇杷膏(白云山),011801,化痰止咳,2280,29
634708,盐酸丙卡特罗片(迪冉),011809,气管炎,5000,29
154544,杜蕾斯S-焕觉单速子弹震动按摩棒,19,日化用品,16600,29
3803,奥美拉唑肠溶胶囊(彼司克),010213,胃及十二指肠溃疡,1220,29
541323,康富来冰糖燕窝,15,食品,12700,29
187041,藿香正气水(泰华堂),010101,感冒发热,700,29
12191,塞雪风湿胶囊(晶珠),010403,风湿骨痛内服,5600,29
3586,小儿清热止咳口服液(荣昌制药),010910,咳嗽哮喘,1750,29
403367,柴黄颗粒(新博),010101,感冒发热,2700,29
854098,腾爱糖大夫血糖试纸,050102,血糖试纸,9900,29
59558,冰珍清目滴眼液(天天明),011509,抗视疲劳,2600,29
817959,贝朗 倍佳血糖仪,050101,血糖仪,15000,29
179083,贝羚胶囊(雷氏),011809,气管炎,3820,28
855997,依那普利氢氯噻嗪片(II),010601,高血压类,2490,28
391749,生力雄丸(太极),011102,补肾壮阳,28900,28
67860,灵芝北芪片(东泰),010502,神经衰弱,3480,28
698505,格列美脲片(迪北),010702,西药降糖,2750,28
839789,三诺 安稳+血糖仪,050101,血糖仪,7300,28
176863,槐角丸(达仁堂),010202,痔疮用药,2300,28
4284,感冒清胶囊,010101,感冒发热,450,28
8390,感冒止咳颗粒(桑海),011803,感冒咳嗽,900,28
5567,补肾丸(泰武),011102,补肾壮阳,8600,28
452124,小儿暖脐膏,010909,腹泻便秘,800,28
170735,云芝胞内糖肽胶囊(云欣),011003,肝炎用药,6200,28
219322,加替沙星胶囊(百科沙),011703,喹诺酮类,1500,28
856014,Strataderm自风干型疤痕护理硅凝胶,050607,理疗产品,39800,28
4316,头孢氨苄胶囊(恒健),011702,头孢类,800,28
159799,吡拉西坦片(三才),010612,其他用药,1500,28
182762,阿奇霉素片,011704,大环内酯类,3400,28
46272,伊曲康唑胶囊(美扶),011602,抗菌消炎,4500,28
260985,信乐敷轻松-艾灸包(腰腹、暖宫、肩背),19,日化用品,3900,28
852076,血栓心脉宁胶囊,010603,中风偏瘫,3000,28
633077,盐酸伊曲康唑胶囊(克银迪),011707,其他用药,1900,28
861686,苯甲酸利扎曲普坦片(欧立停)*5盒+苯甲酸利扎曲普坦片(欧立停)*1盒,010512,偏头疼类,85000,28
632977,杜蕾斯避孕套AIR隐薄空气套,05,医疗器械,7900,28
4398,维生素B2片(三才),011302,维生素类,1200,28
848156,康乐保造口护理用品14249(特舒),050610,日常护理,28348,28
468583,复方鱼腥草软胶囊,011517,急慢性扁桃体炎,1200,28
849086,杜蕾斯持久装避孕套(含苯佐卡因)  8只,040501,安全套,7900,28
360937,环索奈德气雾剂(仙定),011802,哮喘用药,23000,28
183274,北京同仁堂古草凝萃系列灵芝水凝面贴膜,17,化妆品,4500,28
289843,知柏地黄丸(立效)(水蜜丸),011102,补肾壮阳,950,28
72223,吡嗪酰胺片,011807,抗结核,5600,28
206289,复方利血平片(同达药业),010601,高血压类,1500,28
158548,头孢克肟分散片,011702,头孢类,1200,28
191675,维生素C泡腾片(力度伸)(柠檬味),011302,维生素类,3400,28
184061,艾愈胶囊(益佰),011412,补血类,16900,28
849640,乐普 腕式电子血压计BP220,050201,血压计,15800,28
854126,保妇康栓(碧凯OTC)*3盒,010810,妇科栓剂,9900,28
686714,星天使自检式双翼阴道扩张器(中号),05,医疗器械,2500,28
225367,依托红霉素颗粒(童诺),011704,大环内酯类,1600,28
280440,舒筋活血片,010401,跌打损伤内服,450,28
802524,百肤美 硅凝胶疤痕贴片,050610,日常护理,19800,28
75116,维生素C咀嚼片(德维喜),011302,维生素类,2800,28
848829,本艾宜人 艾草热敷贴,160101,消毒用品,4990,28
849974,干鱼腥草,011901,中药饮片,450,27
223174,阿哌沙班片(艾乐妥),010612,其他用药,62500,27
177476,复方罗布麻片Ⅰ(亚宝),010601,高血压类,1100,27
1120,头孢羟氨苄颗粒(欧意),011702,头孢类,1200,27
315114,云南白药酊(云南白药),010402,跌打损伤外用,5900,27
24508,马来酸氯苯那敏片(康麦尔),010302,皮肤过敏,550,27
194502,丙谷胺片(特一),010213,胃及十二指肠溃疡,800,27
346781,川芎茶调丸(立效),010102,头痛牙痛,800,27
4215,复方磺胺甲噁唑钠滴眼液(乐敦康),011510,抗菌消炎,2500,27
478911,急支糖浆,011801,化痰止咳,2680,27
855727,盐酸托莫西汀胶囊,010511,其他用药,18000,27
849573,DOCTOR LI / 李士补水面膜,030106,面膜,3090,27
825033,二十八味槟榔丸(神水藏药),011101,前列腺类,15600,27
4464,夏桑菊颗粒(百神),011605,其他用药,1900,27
857265,可威+儿童流感无忧,010101,感冒发热,15800,27
271356,氯沙坦钾胶囊(东乐),010601,高血压类,3600,27
856470,美澳健胶原蛋白VC片,180101,保健食品,16800,27
55271,四季感冒片(老君炉),010101,感冒发热,1800,27
54920,感冒清热胶囊(好立康),010101,感冒发热,1500,27
845404,硝酸毛果芸香碱滴眼液,011513,青光眼,2500,27
779026,牛黄蛇胆川贝片(美山牌),011801,化痰止咳,3200,27
61705,苄达赖氨酸滴眼液(嘉仕力),011511,白内障,2650,27
169513,牛黄上清丸(广信),010102,头痛牙痛,1500,27
849960,川牛膝,011901,中药饮片,578,27
826238,美媛春牌多种维生素片 ,020605,复合维生素,3800,27
816769,消渴灵片(柯迪),010701,中药降糖,1500,27
830037,医用超声雾化器PN100,050610,日常护理,19900,27
849994,丹参,011901,中药饮片,685,27
222063,烯丙雌醇片,010804,产后疾病,13500,27
3735,芒果止咳片(百年乐),011801,化痰止咳,650,27
154594,替莫唑胺胶囊(泰道),010105,癌症疼痛,152600,27
186349,头孢氨苄胶囊(洛迪莎),011702,头孢类,900,27
776125,荷氏维妥立螺旋藻咀嚼片,18,保健食品,19800,27
586523,4维空间处女名器の18岁,19,日化用品,4900,27
274642,麦迪霉素片(科瑞),011704,大环内酯类,500,27
337308,麦迪霉素片(鲁抗),011704,大环内酯类,500,27
161501,汤臣倍健藻油软胶囊,18,保健食品,42200,27
861388,东阿阿胶 复方阿胶浆 24支无糖,011412,补血类,25900,27
5286,黄柏胶囊(惠州大亚),011602,抗菌消炎,680,27
70985,固本咳喘胶囊(制克),011809,气管炎,3500,27
61696,复明胶囊(花溪),011511,白内障,7650,27
389079,猴耳环消炎颗粒,011602,抗菌消炎,3980,27
219269,强生-稳豪倍易血糖仪,050101,血糖仪,46800,27
11279,甲砜霉素胶囊,011707,其他用药,750,27
1755,乳酸菌素片,010206,消化不良,800,27
7702,头孢拉定胶囊(欧意),011702,头孢类,1800,27
